,Date,Name,Symbol,Share,Weight,WK Change
836,2021-10-23,Henderson Land ..,12,"2,455,302",0.02,NA
837,2021-10-23,China Feihe Ltd..,6186,"4,925,745",0.02,NA
838,2021-10-23,Nabtesco Corp.,6268,"211,243",0.02,NA
839,2021-10-23,Ebara Corp.,6361,"174,297",0.02,NA
840,2021-10-23,Kurita Water In..,6370,"205,202",0.02,NA
841,2021-10-23,Brother Industr..,6448,"442,028",0.02,NA
842,2021-10-23,Hoshizaki Corp.,6465,"97,576",0.02,NA
843,2021-10-23,Globalwafers Co..,6488,"402,000",0.02,NA
844,2021-10-23,Fuji Electric C..,6504,"235,966",0.02,NA
845,2021-10-23,Formosa Petroch..,6505,"2,556,580",0.02,NA
846,2021-10-23,BayCurrent Cons..,6532,"25,100",0.02,NA
847,2021-10-23,JD Health Inter..,6618,"1,364,123",0.02,NA
848,2021-10-23,Seiko Epson Cor..,6724,"508,858",0.02,NA
849,2021-10-23,Old Mutual Ltd.,OMU,"7,981,512",0.02,NA
850,2021-10-23,Oil & Natural G..,ONGC,"5,656,515",0.02,NA
851,2021-10-23,Origin Energy L..,ORG,"3,294,152",0.02,0.00
852,2021-10-23,Orkla ASA,ORK,"1,435,646",0.02,NA
853,2021-10-23,Orpea SA,ORP,"90,793",0.02,NA
854,2021-10-23,Oil Search Ltd.,OSH,"3,884,652",0.02,-9.51
855,2021-10-23,OZ Minerals Ltd..,OZL,"604,615",0.02,NA
856,2021-10-23,Petroleo Brasil..,PBR,"1,060,141",0.02,38.39
857,2021-10-23,Petronas Chemic..,PCHEM,"5,323,168",0.02,NA
858,2021-10-23,Piramal Enterpr..,PEL,"231,984",0.02,NA
859,2021-10-23,Phoenix Group H..,PHNX,"1,179,878",0.02,NA
860,2021-10-23,Pidilite Indust..,PIDILITIND,"283,908",0.02,NA
861,2021-10-23,Polski Koncern ..,PKN,"579,200",0.02,NA
862,2021-10-23,Press Metal Alu..,PMETAL,"7,130,400",0.02,NA
863,2021-10-23,Pennon Group pl..,PNN,"534,765",0.02,NA
864,2021-10-23,Polymetal Inter..,POLY,"674,139",0.02,44.41
865,2021-10-23,Eclat Textile C..,1476,"370,398",0.02,NA
866,2021-10-23,Airtac Internat..,1590,"275,000",0.02,NA
867,2021-10-23,Postal Savings ..,1658,"17,657,351",0.02,NA
868,2021-10-23,New World Devel..,17,"2,689,554",0.02,NA
869,2021-10-23,Taisei Corp.,1801,"310,966",0.02,NA
870,2021-10-23,Obayashi Corp.,1802,"1,273,723",0.02,NA
871,2021-10-23,Hirose Electric..,6806,"61,360",0.02,NA
872,2021-10-23,Yokogawa Electr..,6841,"458,593",0.02,NA
873,2021-10-23,Azbil Corp.,6845,"244,410",0.02,NA
874,2021-10-23,Concordia Finan..,7186,"2,064,684",0.02,NA
875,2021-10-23,Isuzu Motors Lt..,7202,"964,044",0.02,NA
876,2021-10-23,PSP Swiss Prope..,PSPN,"81,562",0.02,NA
877,2021-10-23,Poste Italiane ..,PST,"863,102",0.02,0.55
878,2021-10-23,PTT Exploration..,PTTEP-F,"2,388,361",0.02,NA
879,2021-10-23,Powszechny Zakl..,PZU,"1,051,685",0.02,NA
880,2021-10-23,Qatar Islamic B..,QIBK,"2,162,469",0.02,NA
881,2021-10-23,Raia Drogasil S..,RADL3,"1,995,400",0.02,NA
882,2021-10-23,Royal Unibrew A..,RBREW,"87,324",0.02,NA
883,2021-10-23,Remy Cointreau ..,RCO,"45,237",0.02,NA
884,2021-10-23,Rede D'Or Sao L..,RDOR3,"885,317",0.02,NA
885,2021-10-23,REA Group Ltd.,REA,"79,169",0.02,NA
886,2021-10-23,Recordati Indus..,REC,"181,972",0.02,NA
887,2021-10-23,Remgro Ltd.,REM,"965,191",0.02,46.95
888,2021-10-23,Localiza Rent a..,RENT3,"1,106,264",0.02,NA
889,2021-10-23,Royal Mail plc,RMG,"1,694,246",0.02,162.39
890,2021-10-23,Rightmove plc,RMV,"1,338,503",0.02,NA
891,2021-10-23,Renault SA,RNO,"346,135",0.02,NA
892,2021-10-23,Kajima Corp.,1812,"834,187",0.02,NA
893,2021-10-23,ESR Cayman Ltd.,1821,"3,476,314",0.02,NA
894,2021-10-23,Samsung SDS Co...,18260,"59,710",0.02,NA
895,2021-10-23,Budweiser Brewi..,1876,"3,182,133",0.02,NA
896,2021-10-23,Sunac China Hol..,1918,"4,678,127",0.02,NA
897,2021-10-23,COSCO SHIPPING ..,1919,"6,298,991",0.02,NA
898,2021-10-23,Sands China Ltd..,1928,"4,496,304",0.02,NA
899,2021-10-23,Nisshin Seifun ..,2002,"485,604",0.02,NA
900,2021-10-23,Aisin Corp.,7259,"324,655",0.02,NA
901,2021-10-23,Mazda Motor Cor..,7261,"1,070,892",0.02,NA
902,2021-10-23,Koito Manufactu..,7276,"214,126",0.02,NA
903,2021-10-23,Ryohin Keikaku ..,7453,"441,046",0.02,NA
904,2021-10-23,Asahi Intecc Co..,7747,"360,767",0.02,NA
905,2021-10-23,Ricoh Co. Ltd.,7752,"1,209,895",0.02,NA
906,2021-10-23,China Tower Cor..,788,"88,205,053",0.02,NA
907,2021-10-23,TOPPAN Inc.,7911,"526,007",0.02,NA
908,2021-10-23,Dai Nippon Prin..,7912,"503,069",0.02,NA
909,2021-10-23,Samsung Fire & ..,810,"60,094",0.02,NA
910,2021-10-23,Rexel SA,RXL,"567,705",0.02,24.71
911,2021-10-23,Ryman Healthcar..,RYM,"763,612",0.02,NA
912,2021-10-23,Singapore Techn..,S63,"2,974,593",0.02,NA
913,2021-10-23,Singapore Excha..,S68,"1,557,266",0.02,NA
914,2021-10-23,Sagax AB,SAGA,"324,192",0.02,NA
915,2021-10-23,Saputo Inc.,SAP,"447,027",0.02,-4.44
916,2021-10-23,SBI Life Insura..,SBILIFE,"785,263",0.02,NA
917,2021-10-23,J Sainsbury plc,SBRY,"3,205,778",0.02,NA
918,2021-10-23,Siam Commercial..,SCB-F,"3,220,644",0.02,NA
919,2021-10-23,Schindler Holdi..,SCHN,"33,458",0.02,151.32
920,2021-10-23,SCOR SE,SCR,"291,802",0.02,"3,558.00"
921,2021-10-23,Schroders plc,SDR,"211,620",0.02,NA
922,2021-10-23,Securitas AB,SECU,"583,764",0.02,0.00
923,2021-10-23,SEEK Ltd.,SEK,"581,594",0.02,NA
924,2021-10-23,Siemens Gamesa ..,SGRE,"422,377",0.02,NA
925,2021-10-23,Shoprite Holdin..,SHP,"923,999",0.02,NA
926,2021-10-23,Shree Cement Lt..,SHREECEM,"25,105",0.02,NA
927,2021-10-23,SimCorp A/S,SIM,"77,486",0.02,200.00
928,2021-10-23,SK Telecom Co. ..,SKM,"282,387",0.02,28.23
929,2021-10-23,China Vanke Co...,2202,"3,887,339",0.02,NA
930,2021-10-23,Hotai Motor Co...,2207,"623,000",0.02,NA
931,2021-10-23,Sino Land Co. L..,83,"6,552,520",0.02,NA
932,2021-10-23,China Resources..,836,"3,559,843",0.02,NA
933,2021-10-23,SBI Holdings In..,8473,"451,153",0.02,NA
934,2021-10-23,Xinyi Glass Hol..,868,"3,799,583",0.02,NA
935,2021-10-23,Zhongsheng Grou..,881,"1,203,104",0.02,NA
936,2021-10-23,Japan Metropoli..,8953,"12,789",0.02,NA
937,2021-10-23,Orix JREIT Inc.,8954,"4,898",0.02,NA
938,2021-10-23,Daiwa House REI..,8984,"3,972",0.02,NA
939,2021-10-23,Tobu Railway Co..,9001,"381,886",0.02,NA
940,2021-10-23,SM Prime Holdin..,SMPH,"17,027,323",0.02,NA
941,2021-10-23,Swedish Orphan ..,SOBI,"332,921",0.02,NA
942,2021-10-23,Sofina SA,SOF,"28,505",0.02,NA
943,2021-10-23,SOITEC,SOI,"38,519",0.02,35.87
944,2021-10-23,Spark New Zeala..,SPK,"3,494,908",0.02,989.00
945,2021-10-23,SRF Ltd.,SRF,"52,608",0.02,0.00
946,2021-10-23,Tata Consumer P..,TATACONSUM,"1,126,293",0.02,NA
947,2021-10-23,Tata Power Co. ..,TATAPOWER,"3,787,723",0.02,NA
948,2021-10-23,Tate & Lyle plc,TATE,"878,539",0.02,NA
949,2021-10-23,Yakult Honsha C..,2267,"249,498",0.02,NA
950,2021-10-23,Lite-On Technol..,2301,"4,086,767",0.02,NA
951,2021-10-23,PICC Property &..,2328,"12,684,470",0.02,NA
952,2021-10-23,Accton Technolo..,2345,"1,000,000",0.02,NA
953,2021-10-23,Advantech Co. L..,2395,"787,536",0.02,NA
954,2021-10-23,Alibaba Health ..,241,"8,882,719",0.02,NA
955,2021-10-23,Keio Corp.,9008,"216,499",0.02,NA
956,2021-10-23,Keisei Electric..,9009,"262,631",0.02,NA
957,2021-10-23,Kintetsu Group ..,9041,"338,681",0.02,NA
958,2021-10-23,Hankyu Hanshin ..,9042,"409,525",0.02,NA
959,2021-10-23,Amorepacific Co..,90430,"60,393",0.02,NA
960,2021-10-23,Nippon Express ..,9062,"130,281",0.02,NA
961,2021-10-23,Kawasaki Kisen ..,9107,"152,400",0.02,NA
962,2021-10-23,Anhui Conch Cem..,914,"2,382,937",0.02,NA
963,2021-10-23,Celltrion Healt..,91990,"132,693",0.02,NA
964,2021-10-23,Tokyo Electric ..,9501,"2,931,586",0.02,NA
965,2021-10-23,Kansai Electric..,9503,"1,357,301",0.02,NA
966,2021-10-23,Toho Co. Ltd./T..,9602,"207,007",0.02,NA
967,2021-10-23,THG plc,THG,"1,914,001",0.02,30.94
968,2021-10-23,Telecom Italia ..,TIT,"21,073,460",0.02,NA
969,2021-10-23,thyssenkrupp AG,TKA,"869,614",0.02,NA
970,2021-10-23,Grupo Televisa ..,TLEVISACPO,"4,450,961",0.02,NA
971,2021-10-23,TeamViewer AG,TMV,"301,136",0.02,6.27
972,2021-10-23,TOMRA Systems A..,TOM,"217,151",0.02,NA
973,2021-10-23,Travis Perkins ..,TPK,"426,907",0.02,NA
974,2021-10-23,Trelleborg AB,TREL,"450,967",0.02,NA
975,2021-10-23,Tryg A/S,TRYG,"573,318",0.02,NA
976,2021-10-23,Treasury Wine E..,TWE,"1,359,240",0.02,NA
977,2021-10-23,Nokian Renkaat ..,TYRES,"255,598",0.02,NA
978,2021-10-23,Ubisoft Enterta..,UBI,"181,596",0.02,NA
979,2021-10-23,UPL Ltd.,UPL,"994,619",0.02,NA
980,2021-10-23,Valmet Oyj,VALMT,"241,293",0.02,NA
981,2021-10-23,Chunghwa Teleco..,2412,"2,293,207",0.02,NA
982,2021-10-23,Catcher Technol..,2474,"1,408,153",0.02,NA
983,2021-10-23,Suntory Beverag..,2587,"234,315",0.02,NA
984,2021-10-23,BYD Co. Ltd.,2594,"244,800",0.02,NA
985,2021-10-23,Yang Ming Marin..,2609,"3,109,000",0.02,NA
986,2021-10-23,Wan Hai Lines L..,2615,"1,501,272",0.02,NA
987,2021-10-23,CITIC Ltd.,267,"9,260,697",0.02,NA
988,2021-10-23,Square Enix Hol..,9684,"148,764",0.02,NA
989,2021-10-23,Capcom Co. Ltd.,9697,"351,470",0.02,NA
990,2021-10-23,Konami Holdings..,9766,"179,519",0.02,NA
991,2021-10-23,China CITIC Ban..,998,"18,583,749",0.02,NA
992,2021-10-23,Capitaland Inve..,9CI,"4,878,528",0.02,NA
993,2021-10-23,Aalberts NV,AALB,"179,082",0.02,NA
994,2021-10-23,Ambev SA,ABEV,"3,678,000",0.02,8.71
995,2021-10-23,Ambev SA,ABEV3,"4,534,993",0.02,NA
996,2021-10-23,ABN AMRO Bank N..,ABN,"763,620",0.02,NA
997,2021-10-23,Accor SA,AC,"336,657",0.02,4.01
998,2021-10-23,Ayala Corp.,AC,"607,967",0.02,4.01
999,2021-10-23,ACS Actividades..,ACS,"435,272",0.02,NA
1000,2021-10-23,Adani Enterpris..,ADANIENT,"491,917",0.02,NA
1001,2021-10-23,Adani Green Ene..,ADANIGREEN,"735,520",0.02,NA
1002,2021-10-23,Adani Transmiss..,ADANITRANS,"426,861",0.02,NA
1003,2021-10-23,Abu Dhabi Comme..,ADCB,"5,170,569",0.02,NA
1004,2021-10-23,Adevinta ASA,ADE,"468,996",0.02,NA
1005,2021-10-23,Advanced Info S..,ADVANC-F,"2,122,696",0.02,NA
1006,2021-10-23,Vicinity Centre..,VCX,"7,133,820",0.02,NA
1007,2021-10-23,Vedanta Ltd.,VEDL,"2,299,586",0.02,207.82
1008,2021-10-23,Verbund AG,VER,"124,756",0.02,51.56
1009,2021-10-23,Vifor Pharma AG,VIFN,"97,250",0.02,NA
1010,2021-10-23,Vipshop Holding..,VIPS,"826,296",0.02,-34.73
1011,2021-10-23,Vodacom Group L..,VOD,"1,090,132",0.02,8.03
1012,2021-10-23,voestalpine AG,VOE,"217,192",0.02,34.14
1013,2021-10-23,Warehouses De P..,WDP,"259,499",0.02,NA
1014,2021-10-23,Weir Group plc,WEIR,"485,041",0.02,NA
1015,2021-10-23,Wartsila OYJ Ab..,WRT1V,"910,330",0.02,NA
1016,2021-10-23,Mobile Telecomm..,ZAIN,"4,015,407",0.02,NA
1017,2021-10-23,Zai Lab Ltd.,ZLAB,"108,925",0.02,18.40
1018,2021-10-23,Electricite de ..,N/A,"739,809",0.02,NA
1019,2021-10-23,WH Group Ltd.,288,"12,159,002",0.02,NA
1020,2021-10-23,China Developme..,2883,"26,067,318",0.02,NA
1021,2021-10-23,Taishin Financi..,2887,"20,249,965",0.02,NA
1022,2021-10-23,Shin Kong Finan..,2888,"23,908,986",0.02,NA
1023,2021-10-23,SinoPac Financi..,2890,"19,463,229",0.02,NA
1024,2021-10-23,Nissin Foods Ho..,2897,"129,522",0.02,NA
1025,2021-10-23,Zijin Mining Gr..,2899,"10,646,882",0.02,NA
1026,2021-10-23,President Chain..,2912,"1,056,904",0.02,NA
1027,2021-10-23,Carl Zeiss Medi..,AFX,"68,323",0.02,NA
1028,2021-10-23,Auckland Intern..,AIA,"2,212,264",0.02,42.69
1029,2021-10-23,Ampol Ltd.,ALD,"445,517",0.02,0.00
1030,2021-10-23,Aldar Propertie..,ALDAR,"7,216,329",0.02,NA
1031,2021-10-23,Allegro.eu SA,ALE,"725,845",0.02,13.55
1032,2021-10-23,Ayala Land Inc.,ALI,"14,938,501",0.02,NA
1033,2021-10-23,ALS Ltd.,ALQ,"893,280",0.02,NA
1034,2021-10-23,Alrosa PJSC,ALRS,"4,619,080",0.02,35.55
1035,2021-10-23,Atlas Arteria L..,ALX,"1,809,704",0.02,17.02
1036,2021-10-23,Ambu A/S,AMBU,"320,204",0.02,NA
1037,2021-10-23,Amplifon SPA,AMP,"241,102",0.02,78.83
1038,2021-10-23,Anglo American ..,AMS,"111,069",0.02,50.79
1039,2021-10-23,ams AG,AMS,"461,552",0.02,50.79
1040,2021-10-23,Amundi SA,AMUN,"106,655",0.02,NA
1041,2021-10-23,AngloGold Ashan..,ANG,"783,553",0.02,NA
1042,2021-10-23,Antofagasta plc,ANTO,"646,803",0.02,NA
1043,2021-10-23,Aspen Pharmacar..,APN,"718,479",0.02,NA
1044,2021-10-23,Apollo Hospital..,APOLLOHOSP,"184,755",0.02,NA
1045,2021-10-23,ASR Nederland N..,ASRNL,"255,801",0.02,NA
1046,2021-10-23,Adani Total Gas..,ATGL,"520,542",0.02,NA
1047,2021-10-23,Atos SE,ATO,"178,261",0.02,-1.57
1048,2021-10-23,Ahli United Ban..,AUB,"12,001,127",0.02,46.31
1049,2021-10-23,Contemporary Am..,300750,"109,197",0.02,NA
1050,2021-10-23,Auto Trader Gro..,AUTO,"1,428,388",0.02,-17.36
1051,2021-10-23,Avast plc,AVST,"1,069,152",0.02,NA
1052,2021-10-23,AVEVA Group plc,AVV,"236,767",0.02,NA
1053,2021-10-23,Aurizon Holding..,AZJ,"3,399,378",0.02,NA
1054,2021-10-23,Fastighets AB B..,BALD,"189,384",0.02,NA
1055,2021-10-23,Baloise Holding..,BALN,"83,001",0.02,NA
1056,2021-10-23,Banco do Brasil..,BBAS3,"1,592,281",0.02,NA
1057,2021-10-23,Banco Bradesco ..,BBDC4,"3,149,189",0.02,NA
1058,2021-10-23,Bechtle AG,BC8,"154,422",0.02,NA
1059,2021-10-23,Bangkok Dusit M..,BDMS-F,"17,238,600",0.02,NA
1060,2021-10-23,BDO Unibank Inc..,BDO,"3,695,841",0.02,NA
1061,2021-10-23,Beijer Ref AB,BEIJ,"453,044",0.02,NA
1062,2021-10-23,KE Holdings Inc..,BEKE,"434,681",0.02,-64.88
1063,2021-10-23,BE Semiconducto..,BESI,"130,582",0.02,NA
1064,2021-10-23,BioMerieux,BIM,"79,847",0.02,NA
1065,2021-10-23,Grupo Bimbo SAB..,BIMBOA,"4,219,840",0.02,NA
1066,2021-10-23,Berkeley Group ..,BKG,"192,710",0.02,NA
1067,2021-10-23,British Land Co..,BLND,"1,738,954",0.02,"1,409.00"
1068,2021-10-23,SK Bioscience C..,302440,"36,973",0.02,NA
1069,2021-10-23,Unimicron Techn..,3037,"2,418,975",0.02,NA
1070,2021-10-23,Taiwan Mobile C..,3045,"3,048,713",0.02,NA
1071,2021-10-23,MonotaRO Co. Lt..,3064,"439,056",0.02,NA
1072,2021-10-23,Matsumotokiyosh..,3088,"210,275",0.02,NA
1073,2021-10-23,Win Semiconduct..,3105,"767,000",0.02,NA
1074,2021-10-23,Woori Financial..,316140,"954,582",0.02,NA
1075,2021-10-23,GLP J-Reit,3281,"7,850",0.02,NA
1076,2021-10-23,Open House Co. ..,3288,"137,383",0.02,NA
1077,2021-10-23,China National ..,3323,"7,303,670",0.02,NA
1078,2021-10-23,Bank of Communi..,3328,"15,626,099",0.02,NA
1079,2021-10-23,Tsuruha Holding..,3391,"68,251",0.02,NA
1080,2021-10-23,Doosan Heavy In..,34020,"549,343",0.02,NA
1081,2021-10-23,SUMCO Corp.,3436,"432,853",0.02,NA
1082,2021-10-23,Nomura Real Est..,3462,"8,358",0.02,NA
1083,2021-10-23,SK Inc.,34730,"58,054",0.02,NA
1084,2021-10-23,Innolux Corp.,3481,"16,595,370",0.02,NA
1085,2021-10-23,Keppel Corp. Lt..,BN4,"2,681,732",0.02,NA
1086,2021-10-23,Bollore SA,BOL,"1,793,047",0.02,NA
1087,2021-10-23,Banco BTG Pactu..,BPAC11,"1,813,352",0.02,NA
1088,2021-10-23,Bharat Petroleu..,BPCL,"1,905,871",0.02,NA
1089,2021-10-23,Petrobras Distr..,BRDT3,"2,171,717",0.02,NA
1090,2021-10-23,Britannia Indus..,BRITANNIA,"221,467",0.02,NA
1091,2021-10-23,Bidvest Group L..,BVT,"637,504",0.02,NA
1092,2021-10-23,Bellway plc,BWY,"231,187",0.02,NA
1093,2021-10-23,Singapore Airli..,C6L,"2,368,356",0.02,NA
1094,2021-10-23,Castellum AB,CAST,"397,098",0.02,0.00
1095,2021-10-23,Commerzbank AG,CBK,"1,945,281",0.02,NA
1096,2021-10-23,Coca-Cola HBC A..,CCH,"362,483",0.02,0.00
1097,2021-10-23,Cemex SAB de CV,CEMEXCPO,"14,154,677",0.02,NA
1098,2021-10-23,Contact Energy ..,CEN,"1,448,367",0.02,651.91
1099,2021-10-23,CEZ AS,CEZ,"301,415",0.02,25.27
1100,2021-10-23,Charter Hall Gr..,CHC,"878,001",0.02,NA
1101,2021-10-23,Cipla Ltd./Indi..,CIPLA,"955,571",0.02,NA
1102,2021-10-23,Clicks Group Lt..,CLS,"466,702",0.02,35.76
1103,2021-10-23,Korean Air Line..,3490,"327,143",0.02,NA
1104,2021-10-23,HYBE Co. Ltd.,352820,"31,940",0.02,NA
1105,2021-10-23,LG Corp.,3550,"152,876",0.02,NA
1106,2021-10-23,Food & Life Cos..,3563,"189,800",0.02,NA
1107,2021-10-23,TIS Inc.,3626,"447,080",0.02,NA
1108,2021-10-23,Nexon Co. Ltd.,3659,"776,672",0.02,NA
1109,2021-10-23,GMO Payment Gat..,3769,"76,035",0.02,NA
1110,2021-10-23,Oji Holdings Co..,3861,"1,644,773",0.02,NA
1111,2021-10-23,Wharf Holdings ..,4,"2,547,643",0.02,NA
1112,2021-10-23,Showa Denko KK,4004,"329,236",0.02,NA
1113,2021-10-23,Dr Sulaiman Al ..,4013,"171,391",0.02,NA
1114,2021-10-23,Tosoh Corp.,4042,"522,842",0.02,NA
1115,2021-10-23,Ibiden Co. Ltd.,4062,"202,660",0.02,NA
1116,2021-10-23,Mitsui Chemical..,4183,"327,554",0.02,NA
1117,2021-10-23,JSR Corp.,4185,"337,313",0.02,NA
1118,2021-10-23,Centrica plc,CNA,"11,020,797",0.02,50.36
1119,2021-10-23,Coal India Ltd.,COALINDIA,"3,500,113",0.02,NA
1120,2021-10-23,Commercial Inte..,COMI,"3,136,072",0.02,NA
1121,2021-10-23,Davide Campari-..,CPR,"932,106",0.02,NA
1122,2021-10-23,Computershare L..,CPU,"1,019,665",0.02,NA
1123,2021-10-23,Cosan SA,CSAN3,"2,267,008",0.02,NA
1124,2021-10-23,ConvaTec Group ..,CTEC,"2,998,034",0.02,"1,883.00"
1125,2021-10-23,Cemex SAB de CV,CX,"1,370,760",0.02,58.63
1126,2021-10-23,Dabur India Ltd..,DABUR,"977,223",0.02,NA
1127,2021-10-23,Demant A/S,DEMANT,"196,108",0.02,NA
1128,2021-10-23,DiaSorin SPA,DIA,"42,328",0.02,26.54
1129,2021-10-23,Sekisui Chemica..,4204,"630,781",0.02,NA
1130,2021-10-23,Nippon Shinyaku..,4516,"95,713",0.02,NA
1131,2021-10-23,Santen Pharmace..,4536,"670,600",0.02,NA
1132,2021-10-23,Kansai Paint Co..,4613,"361,202",0.02,NA
1133,2021-10-23,Trend Micro Inc..,4704,"228,090",0.02,NA
1134,2021-10-23,Otsuka Corp.,4768,"193,641",0.02,NA
1135,2021-10-23,Pegatron Corp.,4938,"3,860,038",0.02,NA
1136,2021-10-23,Kobayashi Pharm..,4967,"114,149",0.02,NA
1137,2021-10-23,Idemitsu Kosan ..,5019,"437,143",0.02,NA
1138,2021-10-23,Saudi Electrici..,5110,"1,456,954",0.02,NA
1139,2021-10-23,Direct Line Ins..,DLG,"2,546,575",0.02,NA
1140,2021-10-23,Derwent London ..,DLN,"191,045",0.02,20.20
1141,2021-10-23,Domino's Pizza ..,DMP,"113,604",0.02,NA
1142,2021-10-23,Dechra Pharmace..,DPH,"196,192",0.02,NA
1143,2021-10-23,Dr Reddy's Labo..,DRREDDY,"152,546",0.02,NA
1144,2021-10-23,Israel Discount..,DSCT,"2,179,151",0.02,NA
1145,2021-10-23,Electrocomponen..,ECM,"877,061",0.02,NA
1146,2021-10-23,EDP Renovaveis ..,EDPR,"447,566",0.02,NA
1147,2021-10-23,Endeavour Group..,EDV,"2,365,023",0.02,-6.14
1148,2021-10-23,Eicher Motors L..,EICHERMOT,"249,349",0.02,NA
1149,2021-10-23,Endesa SA,ELE,"590,167",0.02,NA
1150,2021-10-23,Grupo Elektra S..,ELEKTRA,"118,387",0.02,NA
1151,2021-10-23,Centrais Eletri..,ELET3,"1,125,588",0.02,NA
1152,2021-10-23,Electrolux AB,ELUX,"427,656",0.02,NA
1153,2021-10-23,EMS-Chemie Hold..,EMSN,"13,165",0.02,NA
1154,2021-10-23,Enagas SA,ENG,"458,401",0.02,151.48
1155,2021-10-23,Faurecia SE,EO,"193,960",0.02,NA
1156,2021-10-23,Epiroc AB,EPI,"647,454",0.02,49.41
1157,2021-10-23,CTS Eventim AG ..,EVD,"107,581",0.02,NA
1158,2021-10-23,TOTO Ltd.,5332,"270,692",0.02,NA
1159,2021-10-23,NGK Insulators ..,5333,"479,041",0.02,NA
1160,2021-10-23,Vanguard Intern..,5347,"1,707,466",0.02,NA
1161,2021-10-23,POSCO,5490,"33,897",0.02,NA
1162,2021-10-23,Shanghai Commer..,5876,"6,113,000",0.02,NA
1163,2021-10-23,Evonik Industri..,EVK,"358,608",0.02,126.96
1164,2021-10-23,Evolution Minin..,EVN,"3,202,619",0.02,14.40
1165,2021-10-23,Evraz plc,EVR,"1,083,099",0.02,94.34
1166,2021-10-23,Evotec SE,EVT,"275,354",0.02,24.83
1167,2021-10-23,Wilmar Internat..,F34,"3,984,418",0.02,NA
1168,2021-10-23,La Francaise de..,FDJ,"161,378",0.02,NA
1169,2021-10-23,Fluidra SA,FDR,"209,095",0.02,NA
1170,2021-10-23,Georg Fischer A..,FI-N,"7,542",0.02,NA
1171,2021-10-23,Valeo,FR,"447,997",0.02,40.58
1172,2021-10-23,Scout24 AG,G24,"118,715",0.02,NA
1173,2021-10-23,Galp Energia SG..,GALP,"944,167",0.02,NA
1174,2021-10-23,GDS Holdings Lt..,GDS,"214,071",0.02,-25.39
1175,2021-10-23,Gecina SA,GFC,"96,041",0.02,NA
1176,2021-10-23,Godrej Consumer..,GODREJCP,"676,288",0.02,NA
1177,2021-10-23,GPT Group,GPT,"3,652,225",0.02,0.00
1178,2021-10-23,Grifols SA,GRF,"448,919",0.02,20.65
1179,2021-10-23,Gulf Energy Dev..,GULF-F,"8,021,940",0.02,NA
1180,2021-10-23,Hongkong Land H..,H78,"2,187,954",0.02,NA
1181,2021-10-23,Havells India L..,HAVELLS,"450,375",0.02,NA
1182,2021-10-23,Hero MotoCorp L..,HEROMOTOCO,"244,218",0.02,NA
1183,2021-10-23,Hikma Pharmaceu..,HIK,"316,589",0.02,NA
1184,2021-10-23,Holcim Ltd.,HOLN,"230,997",0.02,NA
1185,2021-10-23,Hellenic Teleco..,HTO,"424,023",0.02,NA
1186,2021-10-23,Husqvarna AB,HUSQ,"792,907",0.02,NA
1187,2021-10-23,Howden Joinery ..,HWDN,"1,074,532",0.02,NA
1188,2021-10-23,ICL Group Ltd.,ICL,"1,300,824",0.02,125.20
1189,2021-10-23,IDP Education L..,IEL,"339,269",0.02,NA
1190,2021-10-23,IHH Healthcare ..,IHH,"5,569,100",0.02,NA
1191,2021-10-23,IMI plc,IMI,"492,700",0.02,0.00
1192,2021-10-23,Imperial Oil Lt..,IMO,"398,212",0.02,175.83
1193,2021-10-23,Industrivarden ..,INDU,"367,358",0.02,26.47
1194,2021-10-23,Industrivarden ..,INDU,"333,257",0.02,26.47
1195,2021-10-23,Indus Towers Lt..,INDUSTOWER,"2,335,254",0.02,NA
1196,2021-10-23,Indian Oil Corp..,IOC,"5,169,553",0.02,0.00
1197,2021-10-23,Interpump Group..,IP,"147,788",0.02,14.09
1198,2021-10-23,Industries Qata..,IQCD,"2,944,721",0.02,NA
1199,2021-10-23,ITV plc,ITV,"6,922,559",0.02,NA
1200,2021-10-23,JBS SA,JBSS3,"1,728,405",0.02,NA
1201,2021-10-23,JD Sports Fashi..,JD.,"922,095",0.02,NA
1202,2021-10-23,Johnson Matthey..,JMAT,"357,292",0.02,NA
1203,2021-10-23,Jeronimo Martin..,JMT,"455,072",0.02,0.00
1204,2021-10-23,Kasikornbank PC..,KBANK-F,"2,145,718",0.02,NA
1205,2021-10-23,LONGi Green Ene..,601012,"708,300",0.02,NA
1206,2021-10-23,KGHM Polska Mie..,KGH,"256,324",0.02,NA
1207,2021-10-23,Land Securities..,LAND,"1,340,206",0.02,60.35
1208,2021-10-23,Investment AB L..,LATO,"266,841",0.02,NA
1209,2021-10-23,Lifco AB,LIFCO,"421,710",0.02,NA
1210,2021-10-23,Signify NV,LIGHT,"237,594",0.02,NA
1211,2021-10-23,Lendlease Corp...,LLC,"1,299,530",0.02,NA
1212,2021-10-23,Lojas Renner SA,LREN3,"1,574,513",0.02,NA
1213,2021-10-23,Lundin Energy A..,LUNE,"350,126",0.02,NA
1214,2021-10-23,LANXESS AG,LXS,"162,533",0.02,NA
1215,2021-10-23,Mapletree Logis..,M44U,"5,347,038",0.02,NA
1216,2021-10-23,Masraf Al Rayan..,MARK,"6,890,194",0.02,87.07
1217,2021-10-23,China Tourism G..,601888,"256,162",0.02,NA
1218,2021-10-23,CITIC Securitie..,6030,"4,635,793",0.02,NA
