,Date,Name,Symbol,Share,Weight,WK Change
491,2021-10-23,People's United..,PBCT,"4,409,642",0.02,77.27
492,2021-10-23,Cabot Oil & Gas..,COG,"4,138,407",0.02,16.01
493,2021-10-23,Gap Inc.,GPS,"2,131,848",0.02,21.01
494,2021-10-23,Leggett & Platt..,LEG,"1,378,280",0.02,8.17
495,2021-10-23,Hanesbrands Inc..,HBI,"3,614,366",0.02,-2.43
496,2021-10-23,Perrigo Co. Plc,PRGO,"1,379,720",0.02,1.72
497,2021-10-23,NOV Inc.,NOV,"4,023,028",0.02,65.26
498,2021-10-23,Unum Group,UNM,"2,110,867",0.02,48.43
499,2021-10-23,Ralph Lauren Co..,RL,"499,734",0.02,64.15
500,2021-10-23,U.S. Dollar,CASH_USD,"57,067,884",0.01,NA
501,2021-10-23,Fox Corporation..,FOX,"1,592,933",0.01,47.74
502,2021-10-23,Discovery Inc. ..,DISCA,"1,676,163",0.01,21.14
503,2021-10-23,Under Armour In..,UAA,"1,958,798",0.01,48.35
504,2021-10-23,Under Armour In..,UA,"2,033,074",0.01,47.98
505,2021-10-23,News Corporatio..,NWS,"1,271,842",0.01,75.76
